metros_cuadrados,habitaciones,precio_alquiler,barrio,precio_barrio,precio_metro_cuadrado,precio_habitacion,precio_metro_habitacion
54.0,3,728,"Pueblo Nuevo, Madrid",962.0460992907801,13.481481481481481,242.66666666666666,4.493827160493828
120.0,3,1587,"Ciudad Lineal, Madrid",388.4214285714286,13.225,529.0,4.408333333333333
120.0,4,1323,"Ventas, Madrid",908.5194805194806,11.025,330.75,2.75625
83.0,1,1238,"Colina, Madrid",1610.640625,14.91566265060241,1238.0,14.91566265060241
173.0,4,2012,"Costillares, Madrid",1403.5454545454545,11.630057803468208,503.0,2.907514450867052
61.0,2,851,"Ciudad Lineal, Madrid",388.4214285714286,13.950819672131148,425.5,6.975409836065574
158.0,4,1966,"Ciudad Lineal, Madrid",388.4214285714286,12.443037974683545,491.5,3.1107594936708862
84.0,2,1346,"Ciudad Lineal, Madrid",388.4214285714286,16.023809523809526,673.0,8.011904761904763
47.0,1,1204,"Costillares, Madrid",1403.5454545454545,25.617021276595743,1204.0,25.617021276595743
292.0,6,94,"Costillares, Madrid",1403.5454545454545,0.3219178082191781,15.666666666666666,0.05365296803652968
194.0,4,2515,"Ciudad Lineal, Madrid",388.4214285714286,12.963917525773196,628.75,3.240979381443299
326.0,5,2070,"Ciudad Lineal, Madrid",388.4214285714286,6.3496932515337425,414.0,1.2699386503067485
291.0,4,2165,"Ciudad Lineal, Madrid",388.4214285714286,7.439862542955327,541.25,1.8599656357388317
177.0,3,1885,"Ciudad Lineal, Madrid",388.4214285714286,10.649717514124294,628.3333333333334,3.5499058380414312
79.0,3,833,"Pueblo Nuevo, Madrid",962.0460992907801,10.544303797468354,277.6666666666667,3.5147679324894514
83.0,2,846,"Quintana, Madrid",1027.0258620689656,10.19277108433735,423.0,5.096385542168675
156.0,4,1122,"Ciudad Lineal, Madrid",388.4214285714286,7.1923076923076925,280.5,1.7980769230769231
106.0,3,1174,"Ciudad Lineal, Madrid",388.4214285714286,11.075471698113208,391.3333333333333,3.691823899371069
80.0,4,1187,"Concepción, Madrid",1230.851851851852,14.8375,296.75,3.709375
76.0,2,1508,"Ciudad Lineal, Madrid",388.4214285714286,19.842105263157894,754.0,9.921052631578947
134.0,4,1825,"Costillares, Madrid",1403.5454545454545,13.619402985074627,456.25,3.404850746268657
128.0,3,2440,"Colina, Madrid",1610.640625,19.0625,813.3333333333334,6.354166666666667
148.0,3,2117,"San Pascual, Madrid",1339.9,14.304054054054054,705.6666666666666,4.768018018018018
100.0,3,1781,"Concepción, Madrid",1230.851851851852,17.81,593.6666666666666,5.9366666666666665
